Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/TC_CURA_Logins/TC_CURA_Login_02,Chrome 121.0.0.0,,,01-02-2024 13:17:08,01-02-2024 13:17:18,9.934s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,01-02-2024 13:17:08,01-02-2024 13:17:09,1.022s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 121.0.0.0,,,01-02-2024 13:17:09,01-02-2024 13:17:12,2.735s,PASSED
"click(findTestObject(""Object Repository/TC_CURA_Login_02_OR/Page_CURA Healthcare Service/i_fa fa-bars""))",Chrome 121.0.0.0,,,01-02-2024 13:17:12,01-02-2024 13:17:13,0.508s,PASSED
"click(findTestObject(""Object Repository/TC_CURA_Login_02_OR/Page_CURA Healthcare Service/a_Login""))",Chrome 121.0.0.0,,,01-02-2024 13:17:13,01-02-2024 13:17:14,0.965s,PASSED
"click(findTestObject(""Object Repository/TC_CURA_Login_02_OR/Page_CURA Healthcare Service/input_username""))",Chrome 121.0.0.0,,,01-02-2024 13:17:14,01-02-2024 13:17:14,0.564s,PASSED
"click(findTestObject(""Object Repository/TC_CURA_Login_02_OR/Page_CURA Healthcare Service/body_CURA Healthcare                       _fb9a78""))",Chrome 121.0.0.0,,,01-02-2024 13:17:14,01-02-2024 13:17:15,0.449s,PASSED
"setText(findTestObject(""Object Repository/TC_CURA_Login_02_OR/Page_CURA Healthcare Service/input_username""), ""John Doe123"")",Chrome 121.0.0.0,,,01-02-2024 13:17:15,01-02-2024 13:17:15,0.843s,PASSED
"setEncryptedText(findTestObject(""Object Repository/TC_CURA_Login_02_OR/Page_CURA Healthcare Service/input_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 121.0.0.0,,,01-02-2024 13:17:15,01-02-2024 13:17:16,0.560s,PASSED
"click(findTestObject(""Object Repository/TC_CURA_Login_02_OR/Page_CURA Healthcare Service/button_Login""))",Chrome 121.0.0.0,,,01-02-2024 13:17:16,01-02-2024 13:17:18,1.607s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,01-02-2024 13:17:18,01-02-2024 13:17:18,0.554s,PASSED
,,,,,,,
Test Cases/TC_CURA_Logins/TC_CURA_Login_03,Chrome 121.0.0.0,,,01-02-2024 13:17:18,01-02-2024 13:17:28,9.594s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,01-02-2024 13:17:18,01-02-2024 13:17:19,1.035s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 121.0.0.0,,,01-02-2024 13:17:19,01-02-2024 13:17:22,2.608s,PASSED
"click(findTestObject(""Object Repository/TC_CURA_Login_03_OR/Page_CURA Healthcare Service/i_fa fa-bars""))",Chrome 121.0.0.0,,,01-02-2024 13:17:22,01-02-2024 13:17:22,0.505s,PASSED
"click(findTestObject(""Object Repository/TC_CURA_Login_03_OR/Page_CURA Healthcare Service/a_Login""))",Chrome 121.0.0.0,,,01-02-2024 13:17:22,01-02-2024 13:17:23,0.996s,PASSED
"click(findTestObject(""Object Repository/TC_CURA_Login_03_OR/Page_CURA Healthcare Service/input_username""))",Chrome 121.0.0.0,,,01-02-2024 13:17:23,01-02-2024 13:17:24,0.512s,PASSED
"click(findTestObject(""Object Repository/TC_CURA_Login_03_OR/Page_CURA Healthcare Service/body_CURA Healthcare                       _fb9a78""))",Chrome 121.0.0.0,,,01-02-2024 13:17:24,01-02-2024 13:17:24,0.467s,PASSED
"setText(findTestObject(""Object Repository/TC_CURA_Login_03_OR/Page_CURA Healthcare Service/input_username""), ""John Doe"")",Chrome 121.0.0.0,,,01-02-2024 13:17:24,01-02-2024 13:17:25,0.898s,PASSED
"setEncryptedText(findTestObject(""Object Repository/TC_CURA_Login_03_OR/Page_CURA Healthcare Service/input_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 121.0.0.0,,,01-02-2024 13:17:25,01-02-2024 13:17:26,0.517s,PASSED
"click(findTestObject(""Object Repository/TC_CURA_Login_03_OR/Page_CURA Healthcare Service/button_Login""))",Chrome 121.0.0.0,,,01-02-2024 13:17:26,01-02-2024 13:17:27,1.577s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,01-02-2024 13:17:27,01-02-2024 13:17:28,0.372s,PASSED
