Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/TC_CURA_Login_02_OR/Page_CURA Healthcare Service/input_username""), ""John Doe123"")",Chrome 121.0.0.0,,,01-02-2024 13:24:09,01-02-2024 13:24:10,0.848s,PASSED
"setEncryptedText(findTestObject(""Object Repository/TC_CURA_Login_02_OR/Page_CURA Healthcare Service/input_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 121.0.0.0,,,01-02-2024 13:24:10,01-02-2024 13:24:10,0.405s,PASSED
"click(findTestObject(""Object Repository/TC_CURA_Login_02_OR/Page_CURA Healthcare Service/button_Login""))",Chrome 121.0.0.0,,,01-02-2024 13:24:10,01-02-2024 13:24:12,1.427s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,01-02-2024 13:24:12,01-02-2024 13:24:12,0.323s,PASSED
,,,,,,,
Test Cases/TC_CURA_Logins/TC_CURA_Login_03,Chrome 121.0.0.0,,,01-02-2024 13:24:12,01-02-2024 13:24:22,9.463s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,01-02-2024 13:24:12,01-02-2024 13:24:13,0.965s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 121.0.0.0,,,01-02-2024 13:24:13,01-02-2024 13:24:16,3.090s,PASSED
"click(findTestObject(""Object Repository/TC_CURA_Login_03_OR/Page_CURA Healthcare Service/i_fa fa-bars""))",Chrome 121.0.0.0,,,01-02-2024 13:24:16,01-02-2024 13:24:17,0.475s,PASSED
"click(findTestObject(""Object Repository/TC_CURA_Login_03_OR/Page_CURA Healthcare Service/a_Login""))",Chrome 121.0.0.0,,,01-02-2024 13:24:17,01-02-2024 13:24:18,0.949s,PASSED
"click(findTestObject(""Object Repository/TC_CURA_Login_03_OR/Page_CURA Healthcare Service/input_username""))",Chrome 121.0.0.0,,,01-02-2024 13:24:18,01-02-2024 13:24:18,0.385s,PASSED
"click(findTestObject(""Object Repository/TC_CURA_Login_03_OR/Page_CURA Healthcare Service/body_CURA Healthcare                       _fb9a78""))",Chrome 121.0.0.0,,,01-02-2024 13:24:18,01-02-2024 13:24:18,0.415s,PASSED
"setText(findTestObject(""Object Repository/TC_CURA_Login_03_OR/Page_CURA Healthcare Service/input_username""), ""John Doe"")",Chrome 121.0.0.0,,,01-02-2024 13:24:18,01-02-2024 13:24:19,0.839s,PASSED
"setEncryptedText(findTestObject(""Object Repository/TC_CURA_Login_03_OR/Page_CURA Healthcare Service/input_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 121.0.0.0,,,01-02-2024 13:24:19,01-02-2024 13:24:20,0.555s,PASSED
"click(findTestObject(""Object Repository/TC_CURA_Login_03_OR/Page_CURA Healthcare Service/button_Login""))",Chrome 121.0.0.0,,,01-02-2024 13:24:20,01-02-2024 13:24:21,1.461s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,01-02-2024 13:24:21,01-02-2024 13:24:22,0.275s,PASSED
